smile,dipole,electron_affinity,electrophilicity,nucleophilicity,electrofugality,nucleofugality,homo,lumo,homo-lumo,ionization_potential
c1ccc(P(c2ccccc2N2CCOCC2)c2ccccc2N2CCOCC2)c(N2CCOCC2)c1,1.766155313644198,0.13662404268657014,0.8266538635889811,-6.191026512268063,7.0176803758570445,0.690029820902411,-0.3400237689861342,-0.24906259624361612,-0.09096117274251805,6.191026512268063
CNCCN,0.8332695230465331,-8.072295397563314,6.573913100675291e-06,-8.043182959768185,8.043189533681286,8.072301971476417,-0.35402626457683745,0.010143749425635349,-0.3641700140024728,8.043182959768185
CNC(C)NC,0.4377634180751142,-8.596465225638806,0.004860295046206982,-7.798055761082196,7.802916056128403,8.60132552068501,-0.3481887023707915,0.03180175719930132,-0.37999045957009286,7.798055761082196
CC(C)(C)c1cc(C(=O)O)c(O)c(C(C)(C)C)c1,0.9719725454577339,-0.07823593418417474,0.953458325733199,-7.859289889875011,8.81274821560821,1.0316942599173737,-0.37864499045927147,-0.27422537673727126,-0.1044196137220002,7.859289889875011
COCCOC,0.8108076145222942,-7.2349951688409355,0.021111705810199406,-8.885015592600087,8.906127298410288,7.256106874651135,-0.40221064878635204,-0.02015334724146572,-0.3820573015448863,8.885015592600087
Cl[Ni]Cl,1.4691388614856753,2.496194813476648,2.5359959412574913,-8.918602854591445,11.454598795848934,0.03980112778084272,-0.3924603317480604,-0.38345441394770347,-0.009005917800356922,8.918602854591445
N#Cc1c(N(c2ccccc2)c2ccccc2)c(F)c(N(c2ccccc2)c2ccccc2)c(F)c1N(c1ccccc1)c1ccccc1,1.0424618772115481,1.0093602312139645,1.2760258942606435,-6.428057867817435,7.704083762078077,0.2666656630466791,-0.360118176568454,-0.2884985119354427,-0.07161966463301134,6.428057867817435
CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2OC2C(P(c3ccccc3)c3ccccc3)=CC=CC21,1.1010288726027249,0.4965605531005508,0.9878535334487607,-6.241465879800492,7.229319413249251,0.4912929803482099,-0.34657179689751566,-0.2628608196529374,-0.08371097724457827,6.241465879800492
CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,0.0832415846518977,-3.843919392985022,0.33467032161953936,-0.45235761813483766,0.7870279397543769,4.178589714604561,-0.40354222640334464,-0.11481994095407476,-0.28872228544926987,0.45235761813483766
O=C([O-])c1ccc2cccc(O)c2n1,3.5602426043383275,3.6020889170233374,3.695100234133262,-8.833321990942682,12.528422225075944,0.09301131710992425,-0.41867420688797446,-0.4141239706935709,-0.00455023619440359,8.833321990942682
CC1(C)CCCC(C)(C)N1,0.3926778720216823,-7.822899141854346,0.0006037939476434222,-7.550395166707549,7.550998960655193,7.823502935801988,-0.33512372793053813,0.011233546292466364,-0.3463572742230045,7.550395166707549
c1ccc(-n2ncc3c(N4CCNCC4)ncnc32)cc1,1.027691343755791,0.22974077545411387,0.9809642632816028,-7.127885973610635,8.108850236892238,0.7512234878274889,-0.36598285768448124,-0.2728944144148204,-0.09308844326966087,7.127885973610635
S=C=S,2.1573207199158692e-11,1.3032456483774402,1.7532479048773546,-9.262695198798607,11.01594310367596,0.45000225649991415,-0.4140148725668715,-0.33955141335996103,-0.07446345920691044,9.262695198798607
[Li]CCCCCC,1.8205853240860093,-2.308498798169558,0.24283796652741005,-6.42833965264332,6.67117761917073,2.5513367646969676,-0.28686111476034704,-0.1891661443930765,-0.09769497036727054,6.42833965264332
CI,1.4450563111952295,-2.386705012411206,0.6013111154830008,-10.15363176399113,10.754942879474132,2.988016127894207,-0.40913652877028617,-0.2266002331127857,-0.18253629565750046,10.15363176399113
N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,2.3339668816610413,-0.8992703164432605,0.7800456758018272,-8.597562984351086,9.377608660152914,1.6793159922450875,-0.40001939284186067,-0.3001470899754263,-0.09987230286643439,8.597562984351086
O[C@@H]1CCCC[C@H]1O,1.1930595392001986,-7.859011009531303,0.007149175646148225,-8.836177674318549,8.843326849964697,7.866160185177454,-0.3994348067176283,0.005221828058730554,-0.4046566347763589,8.836177674318549
NCCNCCNCCN,0.861517603331418,-6.8327783234835024,0.0006033162064768172,-7.092024293026425,7.092627609232901,6.83338163968998,-0.3518816209858626,-0.01312160106676264,-0.3387600199191,7.092024293026425
CN1CCN(C)C1=O,1.78590332081486,-3.7500646562060176,0.1969231164766738,-8.064235553391148,8.26115866986782,3.9469877726826907,-0.3664949834266508,-0.17912456474244967,-0.18737041868420115,8.064235553391148
CCOc1nn(-c2ccc(C(C)C)cn2)c(C)c1Cc1ccccc1,0.9850173320115634,-0.1390071397918886,0.8313960283146985,-7.0574493684297295,7.888845396744428,0.9704031681065871,-0.36413197503507344,-0.2545941989491851,-0.10953777608588833,7.0574493684297295
CC(C)=CCP(C(C)(C)C)C(C)(C)C,0.5136846500229514,-2.387031140345021,0.2712213045510287,-6.868325511594554,7.13954681614558,2.658252444896049,-0.337699015506595,-0.19409303834150723,-0.14360597716508774,6.868325511594554
CC(=O)c1ccccc1,1.3902354178383889,-0.052318605185949885,1.0831385853677649,-8.820830557134384,9.903969142502145,1.1354571905537147,-0.3928681379907308,-0.28288176685230987,-0.10998637113842091,8.820830557134384
COc1cccc(OC)c1NC(=O)C(=O)O,1.4790999300971202,0.3179564291409376,1.1170490573519172,-7.929394556727367,9.046443614079283,0.7990926282109795,-0.38204735748257046,-0.2920232825886217,-0.09002407489394876,7.929394556727367
[Cu]Br,0.9934000099819003,26.78912339386681,-10.602569171376244,-10.444608544787688,-0.15796062658855367,-37.39169256524304,-0.38152641728458475,-0.2001389553863034,-0.18138746189828134,10.444608544787688
CC(C)(C)CP(CC(C)(C)C)CC(C)(C)C,0.6681918459298696,-3.674675828829434,0.12021082665729711,-6.857182214161977,6.9773930408192735,3.7948866554867324,-0.33576775155960664,-0.1305256823654265,-0.20524206919418014,6.857182214161977
CCC(=O)[O-],1.9283736819321637,3.218080600829312,3.2264200501748324,-10.343728447896737,13.570148498071573,0.008339449345520382,-0.4590487615626152,-0.4327400136120447,-0.026308747950570477,10.343728447896737
O=S([O-])[O-],2.0107913040914585,4.548617393221651,4.599729252222153,-11.910812207179593,16.51054145940175,0.05111185900050262,-0.4812303187536072,-0.48059373958013096,-0.0006365791734762594,11.910812207179593
C1CCNCC1,0.5208053113939911,-9.080066471312549,0.006702948541818355,-8.119695219979931,8.12639816852175,9.086769419854367,-0.349450481387557,0.04241833168021926,-0.39186881306777627,8.119695219979931
N[C@H]1CC[C@H](N)CC1,0.958119363148433,-8.126768113200239,0.0005744563867323229,-7.85575135527206,7.856325811658792,8.12734256958697,-0.3597317547336942,0.027977567988740907,-0.3877093227224351,7.85575135527206
Oc1ccccc1C=Nc1ccccc1N=Cc1ccccc1O,0.4744313033860181,0.7687698626361827,1.2307161373334743,-7.170117855974871,8.400833993308343,0.4619462746972916,-0.3617157374449364,-0.2846863676307023,-0.07702936981423408,7.170117855974871
CC(C)[O-],1.3437512314550522,1.7893708004836135,2.069095384508804,-9.530106124134589,11.599201508643391,0.27972458402519024,-0.39930338671449217,-0.39790707465970604,-0.0013963120547861307,9.530106124134589
Cc1n[nH]c(C)c1C(c1c(C)n[nH]c1C)c1c(C)n[nH]c1C,1.4868022833973087,-1.3737573831091847,0.49617956766164145,-7.211421555868567,7.707601123530209,1.8699369507708261,-0.3668086203984066,-0.20325397206924772,-0.1635546483291589,7.211421555868567
CCN(CC)C(=O)c1ccccc1O,1.8395262138326105,-0.5946721473066541,0.8005890422657135,-8.024615466449822,8.825204508715533,1.3952611895723672,-0.3827015287118,-0.2548252705708882,-0.1278762581409118,8.024615466449822
Cc1ccc2ccccc2c1NC(=O)C(=O)NCc1ccccc1,0.42834745672177404,0.700429183102039,1.1967709198366436,-7.169529406000532,8.366300325837177,0.49634173673460463,-0.3670065078164667,-0.2786267003493741,-0.08837980746709262,7.169529406000532
CC(C)CCc1cccc(CCC(C)C)c1-n1c(Cl)c(Cl)n(-c2c(CCC(C)C)cccc2CCC(C)C)c1=[Pd-]c1ncccc1Cl,1.396967503667885,1.073251330036542,1.2122092682925498,-5.417273170906711,6.629482439199261,0.1389579382560078,-0.32280069016780283,-0.29630923530211944,-0.026491454865683384,5.417273170906711
CC(=O)C1CCCCC1=O,1.5051365864435617,-0.6283106834189702,0.8595224467604717,-8.589807986788566,9.449330433549038,1.487833130179442,-0.39799476505463516,-0.2691560680757366,-0.12883869697889855,8.589807986788566
C(=NC1CCCCC1N=Cc1ccccn1)c1ccccn1,1.5825638975121616,0.8590379320234609,1.286314793602233,-7.251655572834105,8.537970366436339,0.42727686157877226,-0.3680740099453011,-0.28578325056380804,-0.08229075938149305,7.251655572834105
CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,0.44306686450095967,-0.6295513053404269,0.591845518883558,-6.397823234299668,6.989668753183227,1.2213968242239845,-0.3283674744917275,-0.23535453040564924,-0.09301294408607824,6.397823234299668
NCCc1ccccc1[Pd]Cl,1.814750995519546,0.9609244360895772,1.3370357471481307,-7.223763684291365,8.560799431439497,0.37611131105855355,-0.35746459062153074,-0.30369749216696157,-0.05376709845456917,7.223763684291365
N[C@H]1CC[C@@H](N)CC1,0.848896494212286,-8.286570486836748,0.0012518424736859732,-7.884145938370766,7.885397780844452,8.287822329310435,-0.36311427600391954,0.03427129929410551,-0.39738557529802504,7.884145938370766
[Sc+3],0.0,-5.1005489314312165,9.322573773790666e-06,-5.128168920828605,5.12817824340238,5.100558254004989,-0.35734882536994345,-0.1720520051024691,-0.18529682026747435,5.128168920828605
NC1CCCC(N)C1,0.9218465764732766,-7.896581736083116,8.014451470277974e-05,-7.796274355069514,7.796354499584216,7.8966618805978195,-0.36149130958652387,0.01839269246080009,-0.379884002047324,7.796274355069514
CC(N)C(C)N,0.8971409392903358,-8.204385246542879,3.123410398055565e-05,-8.140477991372842,8.140509225476823,8.20441648064686,-0.3605774493398737,0.014616786173101136,-0.3751942355129748,8.140477991372842
CN(C)C=O,1.8144344499016156,-3.0774572228554167,0.38208097586919887,-9.20460485598391,9.586685831853107,3.4595381987246165,-0.39301366164517804,-0.21765225956000478,-0.17536140208517326,9.20460485598391
Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2=[Ru-2]=Cc2ccccc2)c(C)c1,2.692382505645095,-0.31821010967597285,0.4135326825105459,-4.1727028454277555,4.5862355279383005,0.7317427921865187,-0.24336949334646452,-0.23849501759597125,-0.004874475750493268,4.1727028454277555
Br[C@@H]1CCCC[C@H]1Br,2.1272246595065125,-0.9963052054070642,0.7902017901077854,-8.909713381527894,9.699915171635679,1.7865069955148494,-0.41111532292676833,-0.23553748035177813,-0.1755778425749902,8.909713381527894
C1CCC(P(CCP(C2CCCCC2)C2CCCCC2)C2CCCCC2)CC1,0.7427014274230725,-2.4178597894568785,0.24344502464953421,-6.611283138031782,6.854728162681316,2.661304814106413,-0.35020624063894484,-0.1573838411534355,-0.19282239948550933,6.611283138031782
CC(C)n1ccn(C(C)C)c1=[Pd-]c1ncccc1Cl,2.123711090854028,0.22160554720962544,0.6836038118465506,-4.760737723124976,5.444341534971526,0.46199826463692517,-0.31170496769254474,-0.2695913100475902,-0.04211365764495456,4.760737723124976
O=C(OO)[C@@H]1CCCN1,0.8083674798401691,-1.1990443163415532,0.7489490055818133,-9.026316570769332,9.775265576351146,1.9479933219233667,-0.3780035487292466,-0.278105050130333,-0.09989849859891359,9.026316570769332
O=C(O)[C@H]1CCCN1,1.1647607794781485,-2.327846882430073,0.46191180269036025,-8.7161944150627,9.17810621775306,2.7897586851204332,-0.36919566073680754,-0.24582065349314963,-0.12337500724365791,8.7161944150627
CC(C)N(CCO)C(C)C,0.8980958283369151,-6.758221591494435,0.004932116195882807,-7.508502285068699,7.51343440126458,6.763153707690319,-0.3347323787502069,-0.026911389497315374,-0.30782098925289153,7.508502285068699
c1ccc(P(c2ccccc2)c2ccccc2-c2ccccc2P(c2ccccc2)c2ccccc2)cc1,0.35883731714244216,0.34286666061491466,0.9329366919858115,-6.3567021588863515,7.289638850872163,0.5900700313708968,-0.3511576282127566,-0.2461682860178204,-0.10498934219493619,6.3567021588863515
CN1CCCN2CCCN=C12,1.4361677617870479,-4.134712396353269,0.09401032675241698,-7.032796066035019,7.126806392787436,4.228722723105686,-0.32854670800492397,-0.15068645686083998,-0.177860251144084,7.032796066035019
c1ccc2c(c1)OCCOCCOCCOCCOc1ccccc1O2,0.9552306234082396,-0.9916570311923243,0.5739744272315558,-7.079403723618924,7.65337815085048,1.5656314584238797,-0.36590102458860735,-0.223956130694552,-0.14194489389405535,7.079403723618924
CC(CO)(CO)CO,0.6507324347100499,-7.545368496756383,0.00864374183015188,-8.602058381859916,8.610702123690068,7.554012238586536,-0.39669806202876673,0.002238718784499076,-0.3989367808132658,8.602058381859916
C1CCC(N(C2CCCCC2)C2CCCCC2)CC1,0.19276595432427088,-6.4110878531686595,0.0014631883452445964,-6.804399403269583,6.805862591614827,6.412551041513905,-0.32381654453069336,-0.032066470863288905,-0.29175007366740446,6.804399403269583
CCNCC,0.4206645294098926,-8.877215622610924,0.0018830564231067063,-8.367526908294874,8.369409964717981,8.879098679034032,-0.350257502589299,0.0346318160860534,-0.3848893186753524,8.367526908294874
O=C(NNC(=O)C1CCC[N+]1([O-])Cc1ccccc1)c1ccccc1,1.4917307850759127,0.39371458602646303,1.085529142067273,-7.414777291383015,8.500306433450287,0.6918145560408099,-0.3461108595436849,-0.2686962241574125,-0.07741463538627241,7.414777291383015
[BH3-]C#N,0.9952796050732837,3.147813801430911,3.156319844975988,-10.132877437304508,13.289197282280496,0.008506043545077245,-0.42236055776308096,-0.4211813398864097,-0.0011792178766712458,10.132877437304508
O=C(O)c1ccc2ccccc2n1,1.2076672882419361,0.9739744199733966,1.4725962199123301,-8.34398937840198,9.816585598314314,0.4986217999389334,-0.37852353164439473,-0.30693600804913856,-0.07158752359525616,8.34398937840198
N[C@@H](Cc1c[nH]cn1)C(=O)O,1.7302325896068338,-1.3439739714352479,0.5995634979081963,-8.060142503093482,8.659706001001679,1.9435374693434437,-0.37275034038121385,-0.24939199754031108,-0.12335834284090277,8.060142503093482
COc1ccc(B(O)O)cc1,1.633428495512675,-0.9150482538336799,0.7606478670530139,-8.47359309679437,9.234240963847386,1.6756961208866938,-0.39142977107007265,-0.24753078752055493,-0.14389898354951772,8.47359309679437
OO,0.6889304417068595,-4.902386093107046,0.3888735691298829,-12.195658378643035,12.584531947772922,5.291259662236929,-0.4467591780627201,-0.1814172741773764,-0.2653419038853437,12.195658378643035
c1ccc2[nH]cnc2c1,1.411615401889636,-1.0681667846429153,0.715926120668296,-8.452541505431302,9.168467626099599,1.784092905311211,-0.37832261466937644,-0.2453882370484105,-0.13293437762096594,8.452541505431302
c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,1.3519213940205388,0.4127779635469091,0.9783318337186708,-6.475913160505375,7.454244994224045,0.5655538701717617,-0.3427125649485564,-0.26053764977236643,-0.08217491517618997,6.475913160505375
CN(C)c1ccncc1,1.8233286708399394,-1.7755667734094147,0.4625305506667807,-7.695457299213983,8.157987849880763,2.238097324076196,-0.3544465132213396,-0.22482412466068738,-0.1296223885606522,7.695457299213983
Cc1cc(C(C)(C)C)c([O-])c(C(C)(C)C)c1,1.6395663011906583,2.062364845339924,2.0924266849355515,-7.310554297580335,9.402980982515885,0.030061839595627377,-0.37161363164205263,-0.3539001118332395,-0.01771351980881314,7.310554297580335
O=O,1.5783896553119482e-15,1.084987711246395,1.973053540830855,-12.102056276806064,14.075109817636914,0.8880658295844599,-0.4222207056598552,-0.4222207056598545,-7.216449660063518e-16,12.102056276806064
CCC(CC)c1cccc(C(CC)CC)c1-n1ccn(-c2c(C(CC)CC)cccc2C(CC)CC)c1=[Pd-]c1ncccc1Cl,2.2926842731818926,0.6160985429578583,0.8809534857456024,-4.839863986715814,5.720817472461416,0.26485494278774413,-0.3034233730756093,-0.2773403499367412,-0.026083023138868067,4.839863986715814
CCCC(CCC)c1cccc(C(CCC)CCC)c1-n1ccn(-c2c(C(CCC)CCC)cccc2C(CCC)CCC)c1=[Pd-3](Cl)(Cl)c1ncccc1Cl,3.6222906447862915,1.5967258929857113,1.6106745248597338,-5.445528122326094,7.056202647185826,0.0139486318740226,-0.32501465622143805,-0.307717366238759,-0.017297289982679043,5.445528122326094
ClCc1cccnc1,0.9958419771586283,-0.6161872741386638,0.8585456461494413,-8.55125959823746,9.409805244386902,1.474732920288105,-0.3808034186646931,-0.26740676816819,-0.1133966504965031,8.55125959823746
O=C(Nc1ccccc1)C(=O)Nc1ccccc1,6.242769993143747e-05,0.6299606942505624,1.2317273530852988,-7.740696569165664,8.972423922250961,0.6017666588347362,-0.38923180662346907,-0.28869679329053566,-0.10053501333293341,7.740696569165664
O=CO[O-],1.3983631632686055,3.499092992466304,3.532529917716448,-12.005752476819424,15.538282394535875,0.033436925250144245,-0.47485184500511735,-0.46792473390935607,-0.006927111095761274,12.005752476819424
CN(C)C(n1n[n+]([O-])c2ncccc21)=[N+](C)C,4.964398679986728,0.6369216177847834,0.9528404652408967,-5.369052779690708,6.321893244931606,0.3159188474561134,-0.3554688260607047,-0.2876166483723107,-0.06785217768839397,5.369052779690708
O=C(O)CC(O)(CC(=O)O)C(=O)O,0.3699298036068922,-0.13887129221685512,1.129156328546269,-9.441812789449013,10.570969117995283,1.268027620763124,-0.43040923036427675,-0.2726371161950072,-0.15777211416926956,9.441812789449013
N#Cc1c(Cl)[n+]([O-])c2cc(Cl)ccc2[n+]1[O-],1.7781214524413542,2.3614019458662447,2.4079565348699137,-8.609686240082691,11.017642774952606,0.046554589003669045,-0.4078994033017133,-0.35001102920398447,-0.057888374097728845,8.609686240082691
CC(C)CCNCCC(C)C,0.40705227212743356,-7.956618603287884,0.00013423483461796177,-7.826429973508674,7.826564208343293,7.956752838122502,-0.34671632882658693,0.020768364873233632,-0.36748469369982056,7.826429973508674
CC(C)C(C)(N)C(C)C,0.5018674691552789,-7.949670647080676,5.654130022370967e-05,-8.034701332128554,8.034757873428779,7.9497271883808995,-0.3557253263749424,0.01759436142507685,-0.3733196878000193,8.034701332128554
On1nnc2ccccc21,0.9999023580396763,-0.020526554837052124,1.0919705527884564,-8.797152952880177,9.889123505668634,1.1124971076255086,-0.3946177123466199,-0.2854147152825922,-0.1092029970640277,8.797152952880177
C1COCCN1,0.6295994330289341,-7.814644227771094,0.001198113758011304,-8.206513279663932,8.207711393421945,7.815842341529105,-0.36075379285934006,-0.002763564914202667,-0.3579902279451374,8.206513279663932
Oc1ccc(O)cc1,1.7496275516703406e-06,-1.8131527527183104,0.5101123357190496,-8.208142127804214,8.71825446352326,2.32326508843736,-0.36956925396543794,-0.23060247556435706,-0.13896677840108088,8.208142127804214
CC(C)N=C=NC(C)C,0.34447132248247364,-2.3210439096156286,0.41303004471276217,-8.223819920414032,8.636849965126794,2.734073954328391,-0.36438160893209987,-0.2213046439060693,-0.14307696502603057,8.223819920414032
Oc1ccncc1,1.0924199904581653,-1.4365640583382215,0.6829019352282797,-8.98046842960503,9.663370364833307,2.119465993566501,-0.37334101384159424,-0.24590800756418227,-0.12743300627741197,8.98046842960503
Cc1cnc(C)c(C)c1,0.9255889883730818,-1.4399490215771626,0.5838271034711112,-8.123195527313282,8.707022630784392,2.0237761250482738,-0.35973312398309265,-0.23984440941544544,-0.11988871456764721,8.123195527313282
c1ccc(Cc2ccccc2)cc1,0.12932918197335705,-0.9789426474698586,0.6916477234100366,-8.045226603215362,8.736874326625397,1.670590370879895,-0.3885330324918288,-0.22485832753794407,-0.16367470495388473,8.045226603215362
CCOC(C)=O,0.9878758092626254,-2.5339874561387936,0.5277603591702639,-9.729702532999765,10.257462892170025,3.061747815309058,-0.41858508230217273,-0.23789607458660258,-0.18068900771557014,9.729702532999765
CC[O-],1.35128662540417,1.8425130968079229,2.1326776908198326,-9.834821396922818,11.967499087742649,0.29016459401191047,-0.40475373954938393,-0.40457883500460273,-0.00017490454478119588,9.834821396922818
CC(C)c1cc(C(C)C)c(-c2cccc(Cl)c2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,0.2920753930402108,-0.3459950467306889,0.6905118361356333,-6.492052487842665,7.1825643239782995,1.0365068828663222,-0.3367910134900459,-0.2459040756001497,-0.09088693788989621,6.492052487842665
[Pd+]c1c(NP(N2CCCCC2)N2CCCCC2)cccc1NP(N1CCCCC1)N1CCCCC1,1.7649574626578546,1.313243259223694,1.3456999512759733,-4.9055179699981455,6.251217921274119,0.032456692052279315,-0.30289743047315143,-0.2956910993853955,-0.007206331087755924,4.9055179699981455
CCN(CC)c1ccccc1,0.9539841833188272,-2.2802395866117564,0.3078819495530441,-7.082394005986416,7.39027595553946,2.5881215361648007,-0.3365981374295524,-0.20725135186203258,-0.12934678556751983,7.082394005986416
[Sn+4],0.0,-3.571289688698737,0.17969277728792926,-7.57402049765548,7.753713274943409,3.7509824659866657,-0.2707344365773081,-0.2707344365773081,0.0,7.57402049765548
CCCCN,0.5412520329617921,-9.237904954069101,0.0035140350556550647,-8.531131901855336,8.534645936910989,9.241418989124758,-0.3610855753709456,0.04631154379138373,-0.40739711916232935,8.531131901855336
N#Cc1ccccc1,1.670562003880606,-0.32067049214965326,1.0803366273867265,-9.563088927957704,10.64342555534443,1.4010071195363798,-0.42312549990248344,-0.2767115542630416,-0.14641394563944182,9.563088927957704
CCN=C=NCCCN(C)C,0.4267446777892994,-2.067121970848454,0.3603129024824368,-7.249252845971217,7.609565748453654,2.4274348733308906,-0.3471106163354167,-0.23371580181061,-0.11339481452480668,7.249252845971217
CCOC(=O)N1c2ccccc2C=CC1OCC,0.6936568061674505,-0.23248226685082685,0.8815450949438699,-7.722631075205676,8.604176170149545,1.1140273617946967,-0.3771021778786533,-0.2605791766169171,-0.1165230012617362,7.722631075205676
O=C(O)c1ccccc1,0.8928262255688574,-0.15609392033740033,1.1103842055360025,-9.34109328813586,10.451477493671865,1.2664781258734028,-0.41800470185376315,-0.2795682973742882,-0.13843640447947497,9.34109328813586
On1nnc2cccnc21,0.5982800064828242,0.565562828768817,1.3404979333898253,-8.873288296539362,10.213786229929184,0.7749351046210082,-0.3906131998563634,-0.308448515669418,-0.08216468418694539,8.873288296539362
O=C(n1ccnc1)n1ccnc1,0.565680126914777,0.9985927520555293,1.5544625645325147,-8.937491095830143,10.491953660362658,0.5558698124769853,-0.40924824211407407,-0.31728244311507164,-0.09196579899900242,8.937491095830143
CCOC(=O)C(C#N)=NOC(=C[NH2+]C)N1CCOCC1,4.962725680855932,-1.0461496651578561,0.28539908386751767,-4.653585551277663,4.9389846351451805,1.331548749025374,-0.33682498119418663,-0.23368994600416843,-0.10313503519001821,4.653585551277663
O=C(NS(=O)(=O)C(F)(F)F)[C@@H]1CCCN1,2.3133104509832587,-0.5097528288549311,0.9875368190781642,-9.323855131536174,10.311391950614338,1.4972896479330953,-0.4028188459131985,-0.2812065875615475,-0.12161225835165101,9.323855131536174
CN(C)C(=[O+]n1nnc2ccccc21)N(C)C,3.5324483147687706,-0.4100506343792425,0.4060889057953149,-4.337187924486926,4.743276830282242,0.8161395401745574,-0.35079676581901215,-0.24978225012674815,-0.101014515692264,4.337187924486926
C[Al+]C,0.046143545500257704,-1.3577572001159104,0.23025651131887614,-4.697544902509419,4.927801413828295,1.5880137114347863,-0.3645613610449748,-0.23848475933756225,-0.12607660170741253,4.697544902509419
CN(C)C(Cl)=[N+](C)C,1.2702586940756075,-3.0541246282115773,0.004222278401394774,-3.5255586498342097,3.5297809282356045,3.058346906612972,-0.35236564105209733,-0.18892639499678093,-0.1634392460553164,3.5255586498342097
c1coc(P(c2ccco2)c2ccco2)c1,0.5232979872627114,-0.6083715089983617,0.7088267917335004,-7.308733284777281,8.017560076510778,1.317198300731862,-0.36542455618367636,-0.23250869854145778,-0.13291585764221858,7.308733284777281
O=C(OC(=O)C(F)(F)F)C(F)(F)F,0.2082828067335153,2.6387892193505893,2.873884000473162,-12.144627875435546,15.018511875908706,0.2350947811225733,-0.5203798693401969,-0.4026172085662741,-0.11776266077392278,12.144627875435546
CCCCn1cc[n+](C)c1,0.18520916393648762,-3.6842049815382296,0.0090986159252628,-2.9873442271471164,2.9964428430723795,3.693303597463492,-0.3568875316670651,-0.16185478646654133,-0.19503274520052377,2.9873442271471164
CN(C)C(On1nnc2ccccc21)=[N+](C)C,3.8544676971519687,-0.5015566182344324,0.37660595873370334,-4.308315243492235,4.684921202225937,0.8781625769681358,-0.34990025924378837,-0.24703226147736249,-0.10286799776642588,4.308315243492235
COc1nc(OC)nc([N+]2(C)CCOCC2)n1,3.054416228646345,-2.172437651587611,0.05809520209410199,-3.844725439804998,3.9028206418991003,2.2305328536817126,-0.33178971535289287,-0.2067319952102568,-0.12505772014263605,3.844725439804998
C[Mg]Br,2.348768146211546,-0.1574468101354034,1.013842421109436,-8.571720411889382,9.58556283299882,1.1712892312448393,-0.37755320076075566,-0.28301960223073586,-0.0945335985300198,8.571720411889382
[BH4-],0.07321886188204234,2.4324169542367438,2.5575706341026354,-10.06092325311332,12.618493887215955,0.12515367986589204,-0.40294188606591336,-0.4027108879314129,-0.0002309981345004486,10.06092325311332
C[Si](C)(C)OC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@@H]1CCCN1,2.5093366421267693,1.549072879230681,1.777760283714839,-8.112423540718828,9.890183824433665,0.22868740448415842,-0.3920184377578961,-0.31150231265382833,-0.08051612510406775,8.112423540718828
O=C1CCC(=O)N1Br,1.7610798126291045,0.6628376559348697,1.502894103536883,-9.84320803809736,11.346102141634246,0.840056447602013,-0.43497985681195567,-0.30938954331313406,-0.1255903134988216,9.84320803809736
CCCP(=O)(O)OP(=O)(O)CCC,1.6817163233656751,-4.304966984315265,0.19424434207209224,-8.821348249349569,9.015592591421662,4.499211326387358,-0.42072080937408535,-0.10937717365580804,-0.3113436357182773,8.821348249349569
[Ti+4],0.0,-3.3929022058845124,0.0022000863304978,-3.747408047691451,3.7496081340219485,3.3951022922150105,-0.16828054584575913,-0.16828054584575913,0.0,3.747408047691451
ClP(Cl)Cl,0.09847983438746721,0.10124273369293313,1.2424313955741797,-9.631420802085099,10.87385219765928,1.1411886618812466,-0.43602213575102583,-0.26772482650796536,-0.16829730924306047,9.631420802085099
OC1CCN(Cc2cc(CN3CCC(O)CC3)c(CN3CCC(O)CC3)cc2CN2CCC(O)CC2)CC1,2.12125878286645,-1.1831785133886963,0.4171422476914896,-6.119924731428217,6.5370669791197065,1.6003207610801857,-0.3371156233797507,-0.22695073835706717,-0.11016488502268354,6.119924731428217
c1ccc(O[Si](Oc2ccccn2)(Oc2ccccn2)Oc2ccccn2)nc1,1.3732766381086254,0.5587103269375797,1.1290229837403039,-7.1671070727904205,8.296130056530723,0.5703126568027244,-0.3755776456755519,-0.26149608749238157,-0.11408155818317034,7.1671070727904205
CN(C)C(On1nnc2cccnc21)=[N+](C)C,3.4783281674317403,-0.2844845785707557,0.4543080128483694,-4.41909236683461,4.87340037968298,0.7387925914191251,-0.3403487703425552,-0.25368598777694445,-0.08666278256561072,4.41909236683461
O=S(Cl)Cl,1.0480046509559076,0.1391618545259936,1.361197347504908,-10.464590953235232,11.825788300740141,1.2220354929789143,-0.44895032566476517,-0.28922899372091787,-0.1597213319438473,10.464590953235232
